"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0035137","hindlimb morphogenesis","1/7","36/18860",0.0277777777777778,74.8412698412698,8.54500982491396,0.01328744247164,0.0496637867720664,0.022207664686301,"PTCH1",1
"GO:1901798","positive regulation of signal transduction by p53 class mediator","1/7","36/18860",0.0277777777777778,74.8412698412698,8.54500982491396,0.01328744247164,0.0496637867720664,0.022207664686301,"MYC",1
"GO:0051052","regulation of DNA metabolic process","2/7","497/18860",0.00402414486921529,10.8421960333429,4.28466137670489,0.0133300367998566,0.0496637867720664,0.022207664686301,"MYC/UBE2N",2
"GO:0006301","postreplication repair","1/7","37/18860",0.027027027027027,72.8185328185328,8.42579883317787,0.0136543670308567,0.0496637867720664,0.022207664686301,"UBE2N",1
"GO:0045879","negative regulation of smoothened signaling pathway","1/7","37/18860",0.027027027027027,72.8185328185328,8.42579883317787,0.0136543670308567,0.0496637867720664,0.022207664686301,"PTCH1",1
"GO:0090183","regulation of kidney development","1/7","37/18860",0.027027027027027,72.8185328185328,8.42579883317787,0.0136543670308567,0.0496637867720664,0.022207664686301,"MYC",1
"GO:1902253","regulation of intrinsic apoptotic signaling pathway by p53 class mediator","1/7","37/18860",0.027027027027027,72.8185328185328,8.42579883317787,0.0136543670308567,0.0496637867720664,0.022207664686301,"MYC",1
"GO:0030224","monocyte differentiation","1/7","38/18860",0.0263157894736842,70.9022556390977,8.3112858692212,0.0140211746295807,0.0496637867720664,0.022207664686301,"MYC",1
"GO:0032872","regulation of stress-activated MAPK cascade","1/7","38/18860",0.0263157894736842,70.9022556390977,8.3112858692212,0.0140211746295807,0.0496637867720664,0.022207664686301,"MYC",1
"GO:0036314","response to sterol","1/7","38/18860",0.0263157894736842,70.9022556390977,8.3112858692212,0.0140211746295807,0.0496637867720664,0.022207664686301,"PTCH1",1
